OBJECT_ID,FIRE_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE
1745963,FY2014-WHITFIELD-006,2014,2456678.5,21,525,4,Campfire,2456678.5,21,1130,0.01,A,34.78720556,-85.11262222
969752,,1998,2450834.5,21,,6,Railroad,,,,5,B,30.52,-85.33
1407871,,1996,2450103.5,21,1545,7,Arson,2450103.5,21,1620,0.26,B,31.8064,-81.3916
1712621,,2007,2454121.5,21,,13,Missing/Undefined,,,,50,C,18.036682,-66.254295
1672782,,2013,2456313.5,21,1946,5,Debris Burning,2456315.5,23,1553,0.5,B,33.921158,-79.927528
1610170,FY2012-GLYNN-014,2012,2455947.5,21,1505,5,Debris Burning,2455947.5,21,1622,1.8,B,31.30549162,-81.57187233
1408332,,1997,2450469.5,21,1510,5,Debris Burning,2450469.5,21,1542,0.25,A,34.8243,-84.7611
836622,,1997,2450469.5,21,,7,Arson,,,,20,C,34.4872,-85.5214
1310362,,2006,2453756.5,21,1441,9,Miscellaneous,2453756.5,21,1441,0.1,A,42.84195599,-73.60450829
1529173,HWY 35 S AND SHEPHARD RD,2009,2454852.5,21,,5,Debris Burning,,,,10,C,29.25729191,-98.71971249
628791,,2006,2453756.5,21,,3,Smoking,,,,1,B,29.82796001,-97.89706001
896332,,2002,2452295.5,21,,5,Debris Burning,,,,20,C,30.7742,-90.6625
1529165,FM 421,2009,2454852.5,21,,8,Children,,,,0.1,A,30.23771425,-94.21025701
443262,,2006,2453756.5,21,,7,Arson,,,,0.2,A,31.22049018,-82.64196414
889271,,1999,2451199.5,21,,9,Miscellaneous,,,,5,B,30.8839,-92.6786
1443268,,2002,2452295.5,21,,5,Debris Burning,,,,0.01,A,43.47318,-89.806222
1391521,,1997,2450469.5,21,1120,5,Debris Burning,2450469.5,21,1200,1.49,B,30.8817,-84.2346
747769,,1992,2448643.5,22,,13,Missing/Undefined,2448643.5,22,,1,B,34.075,-82.00833333
1712667,,2007,2454122.5,22,,13,Missing/Undefined,,,,10,C,18.081961,-66.668053
1280428,MAYBERRY PRONG RD,2009,2454853.5,22,830,7,Arson,2454853.5,22,,10,C,35.488817,-87.89367
1279871,ZUBIE,2009,2454853.5,22,1239,5,Debris Burning,2454853.5,22,1239,100,D,33.21089,-104.35879
1700316,,2003,2452661.5,22,,13,Missing/Undefined,,,,2,B,18.102457,-66.483154
1263142,,2006,2453757.5,22,1327,13,Missing/Undefined,2453757.5,22,,0.1,A,42.1676557,-95.5106863
246596,CEMETERY,1999,2451200.5,22,1000,1,Lightning,2451201.5,23,1700,0.1,A,32.3735,-90.8709
1162726,,2004,2453026.5,22,1511,5,Debris Burning,2453026.5,22,1534,0.25,A,34.880318,-87.682544
1549102,STOUFFER,2011,2455583.5,22,,5,Debris Burning,,,,1,B,30.730401,-93.635702
428573,,2004,2453026.5,22,,5,Debris Burning,,,,1.4,B,34.53215632,-83.33573168
1761806,,2014,2456679.5,22,1440,5,Debris Burning,,,,24.5,C,30.25017,-90.2861
1009784,,1994,2449374.5,22,,7,Arson,,,,5,B,35.4417,-78.9083
1677024,2ND STREET HILL,2013,2456314.5,22,1131,9,Miscellaneous,2456314.5,22,1148,0.2,A,36.16886667,-81.13843333
959228,,1994,2449374.5,22,,5,Debris Burning,,,,7,B,30.9,-85.74
1506184,MS0    1111-3510122002,2011,2455583.5,22,1336,13,Missing/Undefined,,,,2,B,32.548277,-88.945469
1549194,RASMUS,2011,2455583.5,22,,9,Miscellaneous,,,,3,B,32.8416022,-100.9243973
1473746,,2011,2455583.5,22,1104,2,Equipment Use,2455583.5,22,1407,1.5,B,34.471035,-80.600754
1648068,EDDIE SLOPE,2013,2456314.5,22,1700,7,Arson,2456314.5,22,1830,2,B,35.7436,-94.5842
1830115,,2015,2457044.5,22,,5,Debris Burning,,,,6,B,37.31445,-81.91428611
1549156,399 KEEFE ROAD,2011,2455583.5,22,,5,Debris Burning,,,,8,B,28.82688032,-96.88170419
978471,,1999,2451200.5,22,,2,Equipment Use,,,,5,B,29.42,-82.88
1414034,,1996,2450104.5,22,1045,2,Equipment Use,2450104.5,22,1120,0.11,A,31.0873,-84.2152
961744,,1992,2448643.5,22,,6,Railroad,,,,2,B,28.53,-82.46
701012,,1994,2449375.5,23,1330,5,Debris Burning,2449375.5,23,1410,1,B,31.5893184,-89.74527283
1411030,,1994,2449375.5,23,1338,5,Debris Burning,2449375.5,23,1450,0.18,A,34.3442,-84.3853
1429924,,1994,2449375.5,23,1530,4,Campfire,,,,0.5,B,33.3456,-85.93441
421586,,2005,2453393.5,23,,7,Arson,,,,1.73,B,31.16755323,-84.76200368
1059600,LOCAL,2006,2453758.5,23,1400,9,Miscellaneous,2453758.5,23,1500,0.6,B,36.12388889,-92.23277778
1662350,UNKNOWN,2013,2456315.5,23,1412,9,Miscellaneous,2456315.5,23,1442,0.1,A,38.8509,-104.8128
1694113,WILDLAND 383MM,2013,2456315.5,23,,2,Equipment Use,,,,1,B,32.568227,-98.223953
1540617,279,2010,2455219.5,23,,2,Equipment Use,,,,50,C,31.46111933,-102.9830055
966723,,1996,2450105.5,23,,6,Railroad,,,,0.5,B,30.4,-85.08
897924,,2000,2451566.5,23,,4,Campfire,,,,5,B,34.2078,-95.1425
205470,LIGHT FUEL,1999,2451201.5,23,818,9,Miscellaneous,2451201.5,23,846,0.1,A,33.3717,-112.2474
1680924,LITTLE ORANGE RIVER (36),2013,2456315.5,23,1420,5,Debris Burning,2456315.5,23,1525,5,B,26.6838,-81.7452
1515444,ARMORY FIRE,2011,2455584.5,23,1255,13,Missing/Undefined,2455584.5,23,,0.1,A,35.17181667,-79.40993333
1749164,8.92E+12,2014,2456680.5,23,1545,5,Debris Burning,2456680.5,23,1733,6,B,32.73355546,-89.83975552
960523,,1994,2449376.5,24,,3,Smoking,,,,2,B,30.89,-86.4
665984,,2009,2454855.5,24,,2,Equipment Use,,,,1.5,B,38.66778,-78.90722
1161985,,2005,2453394.5,24,1451,5,Debris Burning,2453394.5,24,1530,5,B,32.113407,-88.101723
959737,,1997,2450472.5,24,,5,Debris Burning,,,,26,C,27.17,-82.44
422605,,2005,2453394.5,24,,5,Debris Burning,,,,0.93,B,32.35224956,-83.06323909
735067,,1994,2449376.5,24,,13,Missing/Undefined,2449376.5,24,,30,C,33.29583333,-79.74166667
316280,PAPPAS,2006,2453759.5,24,820,9,Miscellaneous,2453759.5,24,927,0.1,A,33.004264,-116.786625
1430311,,1994,2449376.5,24,1210,4,Campfire,,,,0.2,A,32.47104,-86.04358
1818583,,2015,2457046.5,24,1237,5,Debris Burning,2457046.5,24,1345,4,B,34.2245,-95.5905
407985,,2009,2454855.5,24,,5,Debris Burning,,,,1,B,30.42555,-83.78667
425562,,2005,2453394.5,24,,5,Debris Burning,,,,16.65,C,32.57414738,-81.40805795
473029,,2005,2453394.5,24,,5,Debris Burning,,,,1,B,31.68761116,-92.23631049
1749249,ALLISON FIRE,2014,2456681.5,24,1545,5,Debris Burning,2456681.5,24,1830,20,C,35.588367,-87.683383
855272,,2001,2451933.5,24,,5,Debris Burning,,,,1,B,32.5839,-86.4619
591285,,2003,2452663.5,24,,7,Arson,,,,0.25,A,44.07494999,-103.2615
1056422,BOX FIRE,2004,2453028.5,24,,5,Debris Burning,,,,2,B,35.6667,-77.9667
1395351,,1994,2449376.5,24,1430,5,Debris Burning,2449376.5,24,1630,1,B,31.7207,-81.493
1749309,FAU265851,2014,2456682.5,25,1358,5,Debris Burning,2456682.5,25,1446,25,C,34.97868,-92.24857
1275161,MS0    1010-3330125001,2010,2455221.5,25,1442,13,Missing/Undefined,,,,1,B,31.773204,-89.769949
692012,,1993,2449012.5,25,1450,2,Equipment Use,2449012.5,25,1522,1,B,31.11613145,-89.60793351
381582,,2006,2453760.5,25,,9,Miscellaneous,,,,37,C,36.45000001,-90.89999997
832766,,2001,2451934.5,25,1319,9,Miscellaneous,,,,0.1,A,31.2064,-88.9108
1016822,,1995,2449742.5,25,,5,Debris Burning,,,,0.2,A,35.8883,-81.0783
636184,,2007,2454125.5,25,,9,Miscellaneous,,,,1,B,27.61562998,-97.23170001
524688,,2007,2454125.5,25,,13,Missing/Undefined,,,,1,B,35.21742,-79.13208
819826,,2006,2453760.5,25,,5,Debris Burning,,,,3,B,31.1919,-89.9239
932694,,2001,2451934.5,25,,5,Debris Burning,,,,2,B,35.0817,-85.5883
706481,,1996,2450107.5,25,1431,9,Miscellaneous,2450107.5,25,1540,9,B,32.9228082,-88.7874566
1430838,,1994,2449377.5,25,1400,4,Campfire,,,,10,C,32.18869,-86.71518
1001844,,1992,2448646.5,25,,9,Miscellaneous,,,,1,B,35.2783,-83.145
1461919,MARTHLA,2011,2455586.5,25,1800,7,Arson,2455586.5,25,1915,1.4,B,35.298,-96.5283
1421326,,2009,2454856.5,25,2200,13,Missing/Undefined,,,,0.25,A,30.54425,-93.51195
1749313,FY2014-BULLOCH-020,2014,2456682.5,25,1432,5,Debris Burning,2456682.5,25,1457,0.2,A,32.23649167,-81.69815278
250053,LITTLE JOE,2009,2454856.5,25,115,7,Arson,2454856.5,25,200,13.2,C,36.4744,-96.2742
982130,,1994,2449377.5,25,,9,Miscellaneous,,,,5,B,30.41,-83.12
1162010,,2005,2453395.5,25,1313,5,Debris Burning,2453395.5,25,1518,7,B,32.907694,-86.120049
1763238,GRASS FIRE 4116 PVT RD 2591,2014,2456683.5,26,,5,Debris Burning,,,,0.5,B,32.371693,-99.526891
701755,,1994,2449378.5,26,1800,7,Arson,2449378.5,26,1955,5,B,31.3188102,-89.52588501
1786588,AZ-141132,2014,2456683.5,26,1650,13,Missing/Undefined,2456683.5,26,1720,0.1,A,33.4496,-112.327
1767768,SUNK,2014,2456683.5,26,1435,7,Arson,2456683.5,26,1630,1.5,B,34.95651666,-79.73208333
641403,,2008,2454491.5,26,,5,Debris Burning,,,,0.05,A,30.1854,-97.2723
896328,,2002,2452300.5,26,,5,Debris Burning,,,,1,B,30.3711,-90.8456
1394938,,1996,2450108.5,26,1301,5,Debris Burning,2450108.5,26,1410,1.04,B,32.2349,-81.2254
1829816,UNKNOWN ,2015,2457048.5,26,,5,Debris Burning,,,,0.25,A,29.07939,-98.695518
359498,UNIT D-1,1993,2449013.5,26,1600,7,Arson,2449013.5,26,1700,42,C,38.45,-76.08333333
438803,,2006,2453761.5,26,,9,Miscellaneous,,,,0.47,B,32.67918213,-83.31967317
1231253,,2010,2455222.5,26,,9,Miscellaneous,,,,0.1,A,39.6417,-104.9626
1154385,,2003,2452665.5,26,1547,7,Arson,2452665.5,26,1745,10,C,33.713796,-87.501982
603268,,2004,2453030.5,26,,5,Debris Burning,,,,2,B,32.33333,-94.88332999
1852952,153052,2015,2457048.5,26,,13,Missing/Undefined,2457048.5,26,1800,0.1,A,32.1853,-110.8435
381536,,2006,2453762.5,27,,5,Debris Burning,,,,50,C,35.76547998,-92.41491
1046474,RH,2001,2451936.5,27,,5,Debris Burning,,,,1.1,B,35.6667,-81.4167
1250113,FY2001-WASHINGTON-047,2001,2451936.5,27,932,5,Debris Burning,2451936.5,27,932,0.08,A,32.8695,-82.6425
316284,HIGHWAY,2006,2453762.5,27,1454,2,Equipment Use,2453762.5,27,1500,0.1,A,33.501414,-116.798108
1043246,LONG ROAD,2001,2451936.5,27,,7,Arson,,,,1,B,34.6,-78.9333
888700,,1999,2451205.5,27,,7,Arson,,,,1,B,30.5994,-90.4744
944474,,2002,2452301.5,27,,5,Debris Burning,,,,0.1,A,37.77,-78.255
1405393,,1996,2450109.5,27,1640,9,Miscellaneous,2450109.5,27,1730,0.35,B,31.6358,-84.0759
420042,,2003,2452666.5,27,,3,Smoking,,,,0.73,B,31.4512314,-83.98920011
565803,,2005,2453397.5,27,,13,Missing/Undefined,,,,2,B,34.70330002,-95.2435
653443,,2008,2454492.5,27,,5,Debris Burning,,,,1,B,30.73716,-99.57064
1422960,,2010,2455223.5,27,1250,10,Fireworks,,,,0.5,B,30.51301,-93.05071
628425,,2006,2453762.5,27,,5,Debris Burning,,,,1,B,31.26955998,-94.58938998
888050,,1998,2450840.5,27,,7,Arson,,,,10,C,31.2111,-93.4808
1521353,,2011,2455588.5,27,1902,7,Arson,2455588.5,27,1951,1,B,36.8869,-94.40487
1710030,,2006,2453762.5,27,,13,Missing/Undefined,,,,1,B,17.964052,-66.390717
529348,,2008,2454493.5,28,,13,Missing/Undefined,,,,0.1,A,35.84844,-81.47417
338409,OTHO,2002,2452302.5,28,1330,5,Debris Burning,2452302.5,28,1345,0.3,B,36.6947,-108.0142
1152928,,2008,2454493.5,28,1330,7,Arson,2454493.5,28,1521,12,C,32.313916,-85.546502
1710056,,2006,2453763.5,28,,13,Missing/Undefined,,,,1,B,18.104883,-66.872932
1774227,,2014,2456685.5,28,1204,9,Miscellaneous,2456685.5,28,1436,10,C,37.60833333,-91.46555556
874305,,1999,2451206.5,28,,8,Children,,,,0.3,B,34.5158,-84.6969
1505362,MS0    1111-3330128003,2011,2455589.5,28,1348,13,Missing/Undefined,,,,2,B,31.589955,-89.919029
809884,,2004,2453032.5,28,,7,Arson,,,,2,B,33.1644,-88.9478
774760,,1992,2448649.5,28,,13,Missing/Undefined,,,,2,B,41.1100694,-104.8011017
1326849,TABORS CREEK ROAD,1993,2449015.5,28,1930,7,Arson,2449015.5,28,1930,0.6,B,38.17944459,-82.60369827
625653,,2006,2453763.5,28,,5,Debris Burning,,,,20,C,31.56264997,-97.95623998
455642,,2008,2454493.5,28,,5,Debris Burning,,,,2.22,B,32.95621352,-83.86869605
1838871,,2015,2457050.5,28,1445,9,Miscellaneous,2457050.5,28,1601,0.5,B,33.739052,-80.321289
1356079,POPE FARM RD,2007,2454128.5,28,1222,7,Arson,2454128.5,28,1600,0.5,B,35.51205,-85.19275
1506359,MS0    1111-4460128005,2011,2455589.5,28,1420,13,Missing/Undefined,,,,2,B,31.175368,-89.911868
1441612,,2005,2453398.5,28,1035,9,Miscellaneous,2453398.5,28,1102,1,B,35.22,-86.61
1808394,8006,2015,2457051.5,29,1317,11,Powerline,2457051.5,29,1433,5.1,B,31.01496667,-93.98281667
624506,,2006,2453764.5,29,,5,Debris Burning,,,,1,B,31.02844997,-96.11710002
1584548,KENNEDY 1,2012,2455955.5,29,1500,10,Fireworks,2455955.5,29,1700,0.5,B,36.117,-84.63
1710092,,2006,2453764.5,29,,13,Missing/Undefined,,,,0.25,A,18.101801,-67.129494
1154368,,2003,2452668.5,29,1336,3,Smoking,2452668.5,29,1448,5,B,31.326502,-88.065619
1042742,BEAUTY SHOP,2001,2451938.5,29,,5,Debris Burning,,,,0.1,A,35.5,-78.7333
1587725,,2012,2455955.5,29,1458,2,Equipment Use,2455955.5,29,1644,3,B,33.941174,-79.812805
933580,,2001,2451938.5,29,,5,Debris Burning,,,,2,B,35.525,-87.21
1873163,SYCAMORE,2014,2456686.5,29,1235,13,Missing/Undefined,,,,12.4,C,36.969274,-119.324207
6920,YUKON,2006,2453764.5,29,845,7,Arson,2453764.5,29,920,0.1,A,34.37444444,-118.4775
1026176,SMOKER 321 SOUTH,1997,2450477.5,29,,3,Smoking,,,,0.1,A,35.615,-81.2183
1242576,FY2001-BACON-028,2001,2451938.5,29,1313,5,Debris Burning,2451938.5,29,1313,0.24,A,31.5668,-82.4777
581440,,2008,2454494.5,29,,5,Debris Burning,,,,3.5,B,34.08189,-79.60024
1512583,"1832 BOOKSTONE ROAD, AL",2011,2455590.5,29,1425,5,Debris Burning,2455590.5,29,1610,3.2,B,32.3491925,-86.1690239
971005,,1999,2451208.5,30,,6,Railroad,,,,2.5,B,30.17,-82.69
1549725,COMMONS FORD PARK,2011,2455591.5,30,,9,Miscellaneous,,,,1,B,30.3391227,-97.8837098
1473754,,2011,2455591.5,30,1630,5,Debris Burning,2455591.5,30,1647,1,B,34.528358,-80.034676
1687400,RUTHIE BELL PIT  (57),2013,2456322.5,30,,11,Powerline,2456322.5,30,,0.1,A,30.8749,-86.8736
1603240,,2012,2455956.5,30,1435,5,Debris Burning,,,,2.1,B,30.76437,-90.66284
460328,,2009,2454861.5,30,,9,Miscellaneous,,,,4.48,B,33.50264308,-83.94875044
841407,,1998,2450843.5,30,,4,Campfire,,,,1,B,31.93,-86.0739
457683,,2008,2454495.5,30,,5,Debris Burning,,,,8.5,B,31.39800897,-81.64061924
886196,,1997,2450478.5,30,,9,Miscellaneous,,,,2,B,30.9925,-93.3283
1684318,FY2013-JEFF DAVIS-034,2013,2456322.5,30,1255,5,Debris Burning,2456322.5,30,1330,0.4,B,31.78305556,-82.59972222
1473827,,2011,2455591.5,30,1528,5,Debris Burning,2455591.5,30,1656,1.5,B,34.469501,-80.260269
748134,,1992,2448651.5,30,,13,Missing/Undefined,2448651.5,30,,1,B,34.7125,-82.24583333
1377943,,1996,2450112.5,30,1310,5,Debris Burning,2450112.5,30,1350,10,C,31.6351,-81.8954
618196,,2006,2453765.5,30,,13,Missing/Undefined,,,,4,B,30.71527999,-94.89639002
892648,,2000,2451574.5,31,,9,Miscellaneous,,,,1,B,30.9139,-92.6953
1529828,1704/ELLA,2009,2454862.5,31,,5,Debris Burning,,,,6,B,30.33242035,-97.36813286
58604,,1993,2449018.5,31,1130,7,Arson,2449018.5,31,1300,80,C,34.585,-83.41333333
1549785,PR 2610 GRASS,2011,2455592.5,31,,5,Debris Burning,,,,2,B,31.98926,-97.647707
1549791,GRASS FIRE,2011,2455592.5,31,,5,Debris Burning,,,,1,B,28.3133994,-97.7008125
1838993,SWR-20150131-005,2015,2457053.5,31,,9,Miscellaneous,2457053.5,31,,2,B,30.741814,-88.365455
1549786,ROLLING OAKS,2011,2455592.5,31,,5,Debris Burning,,,,1,B,32.284412,-96.216674
991911,,2002,2452305.5,31,,2,Equipment Use,,,,30,C,25.3964,-80.5336
1774309,NWR-20140131-003,2014,2456688.5,31,,9,Miscellaneous,2456688.5,31,,4,B,33.826062,-87.225087
1001121,,1992,2448652.5,31,,9,Miscellaneous,,,,3,B,35.5617,-81.8683
1006302,,1993,2449018.5,31,,5,Debris Burning,,,,2,B,35.725,-81.465
600092,,2000,2451574.5,31,,5,Debris Burning,,,,15,C,30.26042001,-94.63541001
461242,,2009,2454862.5,31,,7,Arson,,,,0.14,A,32.17732446,-82.07373202
626279,,2006,2453766.5,31,,5,Debris Burning,,,,3,B,32.40710001,-94.91942998
481543,,2007,2454131.5,31,,8,Children,,,,0.2,A,38.58997,-76.81609
17972,YBARRA,2007,2454131.5,31,18,9,Miscellaneous,2454131.5,31,36,0.1,A,34.29944444,-118.2483333
1375432,,1993,2449018.5,31,1500,5,Debris Burning,2449018.5,31,1700,27.5,C,32.5272,-84.3601
1530023,81 AND RC ROAD,2009,2454863.5,32,,9,Miscellaneous,,,,5,B,33.62628773,-97.8833118
1703705,,2004,2453036.5,32,,13,Missing/Undefined,,,,0.25,A,18.261871,-66.980835
283807,ILLEGAL #1,2004,2453036.5,32,2217,5,Debris Burning,2453036.5,32,2225,0.1,A,32.6509,-116.3756
384725,,2003,2452671.5,32,,5,Debris Burning,,,,1,B,34.12402997,-92.05379001
1415834,,1993,2449019.5,32,1615,7,Arson,2449019.5,32,1711,0.08,A,34.447,-84.1782
426137,,2005,2453402.5,32,,7,Arson,,,,2,B,31.57828668,-82.4071109
1189882,,2009,2454863.5,32,,13,Missing/Undefined,,,,0.5,B,38.29197222,-76.52975
1435281,,1995,2449749.5,32,1130,5,Debris Burning,,,,2,B,33.74307,-86.42024
1611413,FY2012-TATTNALL-042,2012,2455958.5,32,1645,5,Debris Burning,2455958.5,32,1915,0.41,B,32.24853664,-82.08492264
974972,,1995,2449749.5,32,,2,Equipment Use,,,,1,B,29.08,-82.19
1713062,,2007,2454132.5,32,,13,Missing/Undefined,,,,10,C,18.051044,-66.694656
1049449,STEWART,2002,2452306.5,32,,5,Debris Burning,,,,0.5,B,35.4,-78.9333
969777,,1998,2450845.5,32,,6,Railroad,,,,1.5,B,29.96,-82.85
1689691,,2013,2456324.5,32,1724,7,Arson,2456324.5,32,1934,8,B,30.55446505,-89.29871657
34348,SANDY,2009,2454863.5,32,1405,4,Campfire,2454863.5,32,1600,0.6,B,31.19444444,-93.77083333
1636817,MAGNOLIA,2013,2456325.5,33,1200,9,Miscellaneous,2456325.5,33,1305,0.1,A,39.95166667,-105.4955556
1006308,,1993,2449020.5,33,,5,Debris Burning,,,,2,B,35.8317,-81.8183
1719941,,2011,2455594.5,33,,13,Missing/Undefined,,,,1,B,17.976595,-66.066612
1255181,FY2002-HEARD-009,2002,2452307.5,33,1957,5,Debris Burning,2452307.5,33,1957,25,C,33.316,-85.1602
1403486,,1993,2449020.5,33,1415,5,Debris Burning,2449020.5,33,1447,0.43,B,33.1102,-84.7496
1006177,,1993,2449020.5,33,,5,Debris Burning,,,,0.1,A,35.2717,-81.8683
745670,,1992,2448654.5,33,,13,Missing/Undefined,2448654.5,33,,0.6,B,33.5625,-81.625
1839011,MARTIN GAIL,2015,2457055.5,33,,9,Miscellaneous,2457055.5,33,,2,B,41.2163,-104.8845
691500,,1993,2449020.5,33,2245,7,Arson,2449020.5,33,2330,8,B,33.08757827,-89.32396555
1676973,STOCKYARD ROAD FIRE,2013,2456325.5,33,1235,5,Debris Burning,2456325.5,33,1400,2,B,35.36955,-78.8234
641657,,2008,2454498.5,33,,5,Debris Burning,,,,4,B,33.73161,-96.71745
627631,,2006,2453768.5,33,,9,Miscellaneous,,,,1,B,26.27753999,-98.56763997
1473767,,2011,2455594.5,33,1328,5,Debris Burning,2455594.5,33,1515,2,B,33.344822,-80.448769
407891,,2009,2454864.5,33,,5,Debris Burning,,,,2,B,30.82833,-85.97166
968665,,1997,2450481.5,33,,6,Railroad,,,,50,C,26.29,-81.13
1667003,,2013,2456325.5,33,1555,9,Miscellaneous,2456325.5,33,1656,0.25,A,40.5204,-74.586
690248,,1992,2448654.5,33,1600,3,Smoking,2448654.5,33,1900,10,C,34.94599403,-90.12495661
1832617,2015-10,2015,2457055.5,33,,5,Debris Burning,,,,2,B,34.50981,-101.759834
0,FOUNTAIN,2005,2453403.5,33,1300,9,Miscellaneous,2453403.5,33,1730,0.1,A,40.03694444,-121.0058333
1253614,FY2002-DODGE-068,2002,2452307.5,33,1646,5,Debris Burning,2452307.5,33,1646,30.88,C,32.1498,-83.2458
1435445,,1995,2449750.5,33,1540,4,Campfire,,,,1,B,33.40798,-87.51775
973289,,1993,2449020.5,33,,2,Equipment Use,,,,0.2,A,30.66,-87.22
1257109,FY2002-MITCHELL-095,2002,2452307.5,33,1453,8,Children,2452307.5,33,1453,1.05,B,31.413,-84.1358
900701,,1997,2450482.5,34,,3,Smoking,,,,5,B,35.5881,-94.8519
1421053,,1994,2449386.5,34,1525,9,Miscellaneous,2449386.5,34,1550,0.01,A,31.2756,-83.2354
598543,,2000,2451577.5,34,,5,Debris Burning,,,,1,B,31.46041999,-95.26040999
958853,,1992,2448655.5,34,,5,Debris Burning,,,,80,C,28.46,-81.72
1530202,6000 AIRPORT RD,2009,2454865.5,34,,9,Miscellaneous,,,,2,B,30.69503622,-97.66896324
1859174,ASHWORTH ROAD #1,2015,2457056.5,34,1600,7,Arson,2457056.5,34,1616,0.1,A,35.6388,-82.008983
749792,FENCE LINE,2001,2451943.5,34,,5,Debris Burning,,,,0.1,A,43.77806,-103.34353
1006129,,1993,2449021.5,34,,2,Equipment Use,,,,1,B,36.0317,-82.2817
580642,,2003,2452673.5,34,,5,Debris Burning,,,,0.1,A,33.85,-79.73333
1003795,,1993,2449021.5,34,,2,Equipment Use,,,,0.1,A,35.0283,-79.9983
1240637,FY2000-SPALDING-016,2000,2451577.5,34,1328,5,Debris Burning,2451577.5,34,1328,0.21,A,33.1957,-84.362
1717697,,2010,2455230.5,34,,13,Missing/Undefined,,,,10,C,18.334972,-67.08316
728393,,1996,2450116.5,34,,13,Missing/Undefined,2450116.5,34,,0.2,A,33.60833333,-80.92083333
1325855,RT. 16,1992,2448655.5,34,1545,2,Equipment Use,2448655.5,34,1545,3,B,37.24560051,-81.6090911
1015432,,1995,2449751.5,34,,7,Arson,,,,5,B,34.5383,-79.2483
1239373,FY2000-MCINTOSH-046,2000,2451577.5,34,1040,7,Arson,2451577.5,34,1040,1.4,B,31.5322,-81.4747
1594299,ST JAMES(09),2012,2455960.5,34,1130,5,Debris Burning,2455960.5,34,1325,1,B,28.8866,-82.4043
1672965,,2013,2456326.5,34,1336,5,Debris Burning,2456326.5,34,1527,2,B,34.71384,-79.69278
1168396,,1998,2450848.5,35,1138,7,Arson,2450848.5,35,1304,24,C,31.07669836,-89.58885784
1713279,,2007,2454135.5,35,,13,Missing/Undefined,,,,0.5,B,18.308479,-66.92025
789912,,1992,2448656.5,35,1245,5,Debris Burning,,,,7,B,36.6986538,-92.21467447
1726219,STUMP,2014,2456692.5,35,1109,9,Miscellaneous,2456692.5,35,1141,0.1,A,34.28305556,-117.2427778
961276,,1996,2450117.5,35,,7,Arson,,,,2,B,27.04,-81.84
724770,VAIL,1999,2451213.5,35,,13,Missing/Undefined,,,,1.5,B,35.95539855,-105.4991989
134985,FARM ROAD,2000,2451578.5,35,1315,7,Arson,2451579.5,36,1605,31,C,30.61722222,-89.05
737676,,1994,2449387.5,35,,13,Missing/Undefined,2449387.5,35,1151,0.5,B,32.725,-80.67916667
1240753,FY2000-SUMTER-031,2000,2451578.5,35,1337,9,Miscellaneous,2451578.5,35,1337,0.65,B,31.9787,-84.1568
852378,,2000,2451578.5,35,,7,Arson,,,,60,C,31.0344,-88.0992
1713234,,2007,2454135.5,35,,13,Missing/Undefined,,,,5,B,18.049324,-66.866508
247376,BONE DAM,2008,2454500.5,35,1059,11,Powerline,2454500.5,35,1230,4.2,B,34.2536,-97.5089
1609437,FY2012-CANDLER-020,2012,2455961.5,35,1508,5,Debris Burning,2455961.5,35,1632,0.74,B,32.54529251,-82.04580395
1672597,,2013,2456327.5,35,956,8,Children,2456327.5,35,1106,5.3,B,33.878563,-81.399849
1386895,,1997,2450483.5,35,1540,2,Equipment Use,2450483.5,35,1633,2.41,B,30.8986,-83.4974
703489,,1995,2449752.5,35,1108,7,Arson,2449752.5,35,1215,12,C,33.39558682,-89.28941861
641544,,2008,2454500.5,35,,5,Debris Burning,,,,45,C,32.46367,-96.45143
781856,,1992,2448656.5,35,1246,13,Missing/Undefined,2448656.5,35,1345,3,B,34.3832014,-94.84580222
693597,,1994,2449387.5,35,545,7,Arson,2449387.5,35,725,5,B,31.20885341,-89.92643959
1430204,,1994,2449387.5,35,1230,4,Campfire,,,,1.1,B,31.3436,-86.50537
991857,,2001,2451945.5,36,,2,Equipment Use,,,,1.5,B,25.4258,-80.5014
628318,,2006,2453771.5,36,,2,Equipment Use,,,,1,B,33.88967001,-98.61037001
352605,CEDRCANYON,2000,2451579.5,36,1900,5,Debris Burning,2451579.5,36,2130,3,B,35.6986,-101.5783
1382202,,1993,2449023.5,36,2300,7,Arson,2449023.5,36,,4.37,B,34.5674,-85.4861
745981,,1992,2448657.5,36,,13,Missing/Undefined,2448657.5,36,1104,0.1,A,32.55833333,-81.2875
352766,OWL,2006,2453771.5,36,1445,4,Campfire,2453772.5,37,1800,0.1,A,35.4656,-101.8514
917751,,2000,2451579.5,36,,7,Arson,,,,0.7,B,33.9167,-78.75
1703751,,2004,2453040.5,36,,13,Missing/Undefined,,,,1,B,18.334839,-66.882278
1706009,,2005,2453406.5,36,,13,Missing/Undefined,,,,0.5,B,18.118147,-67.012459
882343,,1999,2451214.5,36,,5,Debris Burning,,,,1.4,B,32.3722,-82.155
